chromosome_index	startpos	endpos	major_cn	minor_cn	total_cn
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
3	81414604	96335992	2	1	3
3	12690	48076703	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	12690	48076703	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	12690	48076703	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	12690	48076703	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	81414604	96335992	2	1	3
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	72156	22467495	1	0	1
4	72156	22467495	1	0	1
4	22467905	30196122	1	1	2
4	22467905	30196122	1	1	2
4	22467905	30196122	1	1	2
4	22467905	30196122	1	1	2
4	22467905	30196122	1	1	2
4	22467905	30196122	1	1	2
4	22467905	30196122	1	1	2
4	72156	22467495	1	0	1
4	30197131	30535157	3	1	4
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	30535204	189666691	1	1	2
4	72156	22467495	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	4579978	13302251	2	1	3
5	4579978	13302251	2	1	3
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	4579978	13302251	2	1	3
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	4579978	13302251	2	1	3
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	4579978	13302251	2	1	3
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	13305404	40223081	2	2	4
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	44922	4578781	2	2	4
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	13305404	40223081	2	2	4
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	123658561	181170660	1	1	2
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	44922	4578781	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	44922	4578781	2	2	4
5	13305404	40223081	2	2	4
5	44922	4578781	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	44922	4578781	2	2	4
5	13305404	40223081	2	2	4
5	44922	4578781	2	2	4
5	44922	4578781	2	2	4
5	44922	4578781	2	2	4
5	13305404	40223081	2	2	4
5	13305404	40223081	2	2	4
5	40224904	42927998	2	1	3
5	40224904	42927998	2	1	3
5	40224904	42927998	2	1	3
5	40224904	42927998	2	1	3
5	40224904	42927998	2	1	3
5	44922	4578781	2	2	4
5	44922	4578781	2	2	4
5	44922	4578781	2	2	4
5	42928034	45465710	2	2	4
5	42928034	45465710	2	2	4
5	42928034	45465710	2	2	4
5	42928034	45465710	2	2	4
5	42928034	45465710	2	2	4
5	42928034	45465710	2	2	4
5	45466514	51428940	3	0	3
5	44922	4578781	2	2	4
5	45466514	51428940	3	0	3
5	45466514	51428940	3	0	3
5	45466514	51428940	3	0	3
5	45466514	51428940	3	0	3
5	45466514	51428940	3	0	3
5	4579978	13302251	2	1	3
5	4579978	13302251	2	1	3
5	4579978	13302251	2	1	3
5	45466514	51428940	3	0	3
5	45466514	51428940	3	0	3
5	45466514	51428940	3	0	3
5	45466514	51428940	3	0	3
5	45466514	51428940	3	0	3
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	4579978	13302251	2	1	3
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	4579978	13302251	2	1	3
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
5	4579978	13302251	2	1	3
5	4579978	13302251	2	1	3
5	51435546	123657962	1	0	1
5	51435546	123657962	1	0	1
6	149609	23471599	1	0	1
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	149609	23471599	1	0	1
6	149609	23471599	1	0	1
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	137861355	141604755	2	1	3
6	137861355	141604755	2	1	3
6	137861355	141604755	2	1	3
6	137861355	141604755	2	1	3
6	141607654	147414346	1	1	2
6	141607654	147414346	1	1	2
6	141607654	147414346	1	1	2
6	141607654	147414346	1	1	2
6	141607654	147414346	1	1	2
6	141607654	147414346	1	1	2
6	141607654	147414346	1	1	2
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	149609	23471599	1	0	1
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	147414836	167013219	2	1	3
6	167018341	170606038	1	0	1
6	167018341	170606038	1	0	1
6	149609	23471599	1	0	1
6	23473409	34570565	1	1	2
6	23473409	34570565	1	1	2
6	23473409	34570565	1	1	2
6	23473409	34570565	1	1	2
6	23473409	34570565	1	1	2
6	23473409	34570565	1	1	2
6	23473409	34570565	1	1	2
6	23473409	34570565	1	1	2
6	34574271	37334656	2	1	3
6	34574271	37334656	2	1	3
6	34574271	37334656	2	1	3
6	34574271	37334656	2	1	3
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	37336587	46001922	1	1	2
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	149609	23471599	1	0	1
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	149609	23471599	1	0	1
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	149609	23471599	1	0	1
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	46002246	68024053	2	1	3
6	68024194	69727102	1	0	1
6	68024194	69727102	1	0	1
6	68024194	69727102	1	0	1
6	68024194	69727102	1	0	1
6	68024194	69727102	1	0	1
6	69727154	71787152	2	1	3
6	69727154	71787152	2	1	3
6	69727154	71787152	2	1	3
6	69727154	71787152	2	1	3
6	69727154	71787152	2	1	3
6	69727154	71787152	2	1	3
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
6	71787231	137858024	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	198401	56507923	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	198401	56507923	1	1	2
7	95611698	110692690	1	1	2
7	95611698	110692690	1	1	2
7	110697208	111419211	1	0	1
7	110697208	111419211	1	0	1
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	198401	56507923	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	111419830	121887426	1	1	2
7	198401	56507923	1	1	2
7	121888439	124117829	4	2	6
7	121888439	124117829	4	2	6
7	124119028	125241854	4	1	5
7	124119028	125241854	4	1	5
7	125242471	125242473	1	1	2
7	125242638	125242640	1	1	2
7	125242700	125242702	1	1	2
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	125247164	131688454	2	1	3
7	198401	56507923	1	1	2
7	125247164	131688454	2	1	3
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	198401	56507923	1	1	2
7	198401	56507923	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	198401	56507923	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	198401	56507923	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
7	131688896	159325753	1	1	2
